제작자,차명,차명_정규화,모델_영문,미국판매여부,생산기간(부터),생산기간(까지),리콜개시일,리콜개시일_dt,리콜대수,리콜대수_n,sw관련,리콜사유
현대자동차,맥스크루즈,맥스크루즈,MAX CRUZ,False,2017-02-03,2017-02-10,2017-10-18,2017-10-18,15,15,False,"엔진 크랭크샤프트* 제조 시 열처리 공정이 잘못되어 금속 이물질이 떨어져 나올 수 있으며, 이러한 금속 이물질로 인하여 크랭크샤프트와 베어링사이에서 소착현상**이 발생해 주행 중 시동꺼짐이 발생할 가능성 * 크랭크샤프트 : 내연기관 등에서 피스톤의 왕복운동을 회전운동으로 바꾸는 기능을 하는 축 ** 소착현상 : 마찰이 극도로 심해지면서 열이 발생하고 이로 인해 접촉되는 면이 용접한 것과 같이 되어버리는 현상"
현대자동차,G80,G80,G80,True,2017-01-26,2017-02-09,2017-10-18,2017-10-18,579,579,False,"엔진 크랭크샤프트* 제조 시 열처리 공정이 잘못되어 금속 이물질이 떨어져 나올 수 있으며, 이러한 금속 이물질로 인하여 크랭크샤프트와 베어링사이에서 소착현상**이 발생해 주행 중 시동꺼짐이 발생할 가능성 * 크랭크샤프트 : 내연기관 등에서 피스톤의 왕복운동을 회전운동으로 바꾸는 기능을 하는 축 ** 소착현상 : 마찰이 극도로 심해지면서 열이 발생하고 이로 인해 접촉되는 면이 용접한 것과 같이 되어버리는 현상"
기아,봉고 3트럭(PU) 디젤,봉고 3트럭 디젤,BONGO,False,2017-01-09,2017-03-31,2017-11-09,2017-11-09,15527,15527,False,"브레이크 진공호스 제작과정에서 첨가제 혼합이 잘못되어 브레이크 진공호스 강도가 약하게 제작되었으며, 이로 인하여 제동력이 저하 될 가능성"
기아,카니발(YP) 디젤,카니발 디젤,CARNIVAL,True,2017-01-06,2017-03-31,2017-11-09,2017-11-09,15455,15455,False,"브레이크 진공호스 제작과정에서 첨가제 혼합이 잘못되어 브레이크 진공호스 강도가 약하게 제작되었으며, 이로 인하여 제동력이 저하 될 가능성"
기아,쏘울(PS),쏘울,SOUL,True,2013-10-16,2015-09-30,2017-11-20,2017-11-20,9123,9123,False,조향핸들 축 끝에 장착된 톱니바퀴(피니언 기어)를 고정하는 볼트(플러그)가 풀려 조향 시 소음이 발생하거나 운전자가 의도한대로 조향이 되지 않을 가능성
기아,모하비(HM),모하비,MOHAVE,False,2016-01-20,2017-02-01,2017-12-01,2017-12-01,16951,16951,False,"엔진오일 누출를 방지하는 마개(크랭크 리어 오일씰)가 제대로 밀착되지 않아 엔진오일이 누출될 수 있으며, 이로 인하여 주행 중 시동꺼짐이 발생할 가능성"
현대자동차,i30(GD),i30,I30,False,2012-05-02,2014-02-28,2017-12-15,2017-12-15,21158,21158,False,브레이크 페달 스토퍼 제조 불량 및 장착구조에 의한 제동등 상시 점등 가능성에 따른 리콜
현대자동차,아반떼(MD),아반떼,ELANTRA,True,2012-05-02,2014-02-28,2017-12-15,2017-12-15,191387,191387,False,브레이크 페달 스토퍼 제조 불량 및 장착구조에 의한 제동등 상시 점등 가능성에 따른 리콜
기아,포르테(TD),포르테,FORTE,True,2012-05-02,2013-03-18,2017-12-15,2017-12-15,7013,7013,False,브레이크 페달 스토퍼 제조불량 및 장착구조에 의한 제동등 상시 점등 결함이 발견됨에 따른 리콜
기아,K3(YD),K3,K3,True,2012-08-08,2014-02-28,2017-12-15,2017-12-15,86883,86883,False,브레이크 페달 스토퍼 제조불량 및 장착구조에 의한 제동등 상시 점등 결함이 발견됨에 따른 리콜
현대자동차,쏘나타(NF),쏘나타,SONATA,True,2004-01-05,2013-12-12,2018-01-04,2018-01-04,510265,510265,True,일부 노후 차량에서 ABS/VDC 모듈 전원부에 오일 또는 수분 등이 장기간에 걸쳐 미세 유입되어 전원부 쇼트 발생
현대자동차,그랜저(TG),그랜저,GRANDEUR,False,2004-09-23,2010-12-10,2018-01-04,2018-01-04,405018,405018,True,일부 노후 차량에서 ABS/VDC 모듈 전원부에 오일 또는 수분 등이 장기간에 걸쳐 미세 유입되어 전원부 쇼트 발생
기아,쏘렌토(UM),쏘렌토,SORENTO,True,2017-07-10,2017-10-25,2018-02-09,2018-02-09,18447,18447,True,전원분배 제어컴퓨터 소프트웨어 로직 오류에 의해 공회전 제한 시스템(ISG) 4회 이상 작동 시 주간주행등 소등 가능성
현대자동차,싼타페(DM),싼타페,SANTA FE,True,2017-06-15,2017-12-28,2018-02-22,2018-02-22,20017,20017,False,스티어링휠 주물 주조공정 문제로(’17.6/9) 일부 스티어링휠 장착부 강도 저하되어 스티어링휠을 한쪽으로 밀거나 당길 경우 스티어링휠 파손 가능성
현대자동차,맥스크루즈,맥스크루즈,MAX CRUZ,False,2017-06-15,2017-12-28,2018-02-22,2018-02-22,2958,2958,False,스티어링휠 주물 주조공정 문제로(’17.6/9) 일부 스티어링휠 장착부 강도 저하되어 스티어링휠을 한쪽으로 밀거나 당길 경우 스티어링휠 파손 가능성
현대자동차,쏘나타 플러그인하이브리드(LF PHEV),쏘나타 플러그인하이브리드,SONATA,True,2016-11-24,2017-05-11,2018-03-15,2018-03-15,42,42,False,하이브리드 제동등 점등 신호와 하이브리드 긴급 제동등 점멸 신호 중첩 발생으로 긴급제동 시 규칙적 점멸되어야 하나 불규칙 점멸 또는 상시 점등
현대자동차,쏘나타 하이브리드(LF HEV,쏘나타 하이브리드(LF HEV,SONATA,True,2016-12-01,2017-05-04,2018-03-15,2018-03-15,1398,1398,False,하이브리드 제동등 점등 신호와 하이브리드 긴급 제동등 점멸 신호 중첩 발생으로 긴급제동 시 규칙적 점멸되어야 하나 불규칙 점멸 또는 상시 점등
현대자동차,쏘나타 플러그인 하이브리드(LF PHEV),쏘나타 플러그인 하이브리드,SONATA,True,2015-07-02,2017-09-04,2018-03-15,2018-03-15,340,340,True,고전압 배터리 내구 진행 시 배터리 모듈 팽창에 의한 과충전 진단 스위치 눌림으로 서비스 경고등 점등 및 모터 전원 차단되어 운행 불가 가능성
기아,K5 플러그인 하이브리드,K5 플러그인 하이브리드,K5,True,2015-10-18,2017-09-11,2018-03-15,2018-03-15,87,87,True,고전압 배터리 내구 진행 시 배터리 모듈 팽창에 의한 과충전 진단 스위치 눌림으로 서비스 경고등 점등 및 모터 전원 차단되어 운행 불가 가능성
현대자동차,아이오닉 하이브리드(AE HEV),아이오닉 하이브리드,IONIQ,True,2015-12-17,2017-09-14,2018-04-26,2018-04-26,9440,9440,False,엔진클러치 구동장치 제조 불량으로 오일씰 손상 및 누유로 이물방지용 캡 내부 쇼트 발생
기아,레이(TAM),레이,RAY,False,2011-11-18,2012-06-30,2018-04-26,2018-04-26,32387,32387,False,"레벨링 및 연료 호스 재질 불량으로 장기간 사용 시 복합요인(외부환경, 차량특성 등)에 의한 간헐적 호스 균열 발생 가능성"
기아,모닝(TA),모닝,MORNING,False,2010-11-09,2012-06-30,2018-04-26,2018-04-26,158175,158175,False,"레벨링 및 연료 호스 재질 불량으로 장기간 사용 시 복합요인(외부환경, 차량특성 등)에 의한 간헐적 호스 균열 발생 가능성"
현대자동차,아이오닉 플러그인하이브리드(AE PHEV),아이오닉 플러그인하이브리드,IONIQ,True,2016-07-15,2017-06-30,2018-04-26,2018-04-26,139,139,False,엔진클러치 구동장치 제조 불량으로 오일씰 손상 및 누유로 이물방지용 캡 내부 쇼트 발생
기아,니로 플러그인하이브리드(DE PHEV),니로 플러그인하이브리드,NIRO,True,2017-04-25,2017-06-20,2018-04-26,2018-04-26,24,24,False,엔진클러치 구동장치 제조 불량으로 오일씰 손상 및 누유로 이물방지용 캡 내부 쇼트 발생
기아,니로 하이브리드(DE HEV),니로 하이브리드,NIRO,True,2016-03-21,2017-08-14,2018-04-26,2018-04-26,29964,29964,False,엔진클러치 구동장치 제조 불량으로 오일씰 손상 및 누유로 이물방지용 캡 내부 쇼트 발생
현대자동차,EQ900,EQ900,EQ900,True,2018-02-12,2018-02-22,2018-05-10,2018-05-10,128,128,False,"제네시스 EQ900, G80, G70 일부 차량에서 글라스 접착보조제(프라이머) 오사용"
현대자동차,G80,G80,G80,True,2018-02-12,2018-02-26,2018-05-10,2018-05-10,458,458,False,"제네시스 EQ900, G80, G70 일부 차량에서 글라스 접착보조제(프라이머) 오사용"
현대자동차,G70,G70,G70,True,2018-02-12,2018-02-26,2018-05-10,2018-05-10,128,128,False,"제네시스 EQ900, G80, G70 일부 차량에서 글라스 접착보조제(프라이머) 오사용"
현대자동차,아이오닉 플러그인하이브리드(AE PHEV),아이오닉 플러그인하이브리드,IONIQ,True,2017-07-03,2017-07-05,2018-05-10,2018-05-10,2,2,False,"엔진클러치 구동장치 제조 불량으로 오일씰 손상 및 누유로 이물방지용 캡 내부 쇼트 발생 ※ 사유 : 기보고(YSAC-201804-1, ’18.4/17)건으로 ‘18.4/26부터 리콜 개시한 이후 동일 기간의 차량에서 리콜 미대상인 고객 불만 1건이 확인 되어, 문제 부품 적용 대상에 대해 자체 재조사 결과 기존 대상 및 구간 외 포함 679대 추가 확인"
현대자동차,아이오닉 하이브리드(AE HEV),아이오닉 하이브리드,IONIQ,True,2015-12-16,2017-02-23,2018-05-10,2018-05-10,677,677,False,"엔진클러치 구동장치 제조 불량으로 오일씰 손상 및 누유로 이물방지용 캡 내부 쇼트 발생 ※ 사유 : 기보고(YSAC-201804-1, ’18.4/17)건으로 ‘18.4/26부터 리콜 개시한 이후 동일 기간의 차량에서 리콜 미대상인 고객 불만 1건이 확인 되어, 문제 부품 적용 대상에 대해 자체 재조사 결과 기존 대상 및 구간 외 포함 679대 추가 확인"
기아,카니발(YP),카니발,CARNIVAL,True,2014-06-17,2018-05-03,2018-05-24,2018-05-24,15114,15114,False,카니발(YP) 일부 차량에서 파워 슬라이딩 도어 반전기준 과다로 도어 닫힘시 내부에서 손가락 등 신체 일부 끼임시 간헐적으로 반전 안되어 상해 가능성이 있는 결함이 발견됨
기아,카니발(YP),카니발,CARNIVAL,True,2014-06-17,2018-05-03,2018-05-24,2018-05-24,209501,209501,False,카니발(YP) 일부 차량에서 파워 슬라이딩 도어 반전기준 과다로 도어 닫힘시 내부에서 손가락 등 신체 일부 끼임시 간헐적으로 반전 안되어 상해 가능성이 있는 결함이 발견됨
기아,카니발(VQ),카니발,CARNIVAL,True,2005-06-10,2014-04-11,2018-06-14,2018-06-14,162319,162319,False,"일부 차량에서 간헐적 에어컨 응축수 누수로 조수석 플로워 콘솔 내부 릴레이 박스에 수분 유입 시 전기적 쇼트에 의해 화재 발생 가능성이 있는 결함 ※ 릴레이 박스 : 공조기, 시트워머, 자동도어잠금 작동을 위한 장치"
기아,카니발(VQ),카니발,CARNIVAL,True,2005-06-10,2014-04-11,2018-06-14,2018-06-14,49867,49867,False,"일부 차량에서 간헐적 에어컨 응축수 누수로 조수석 플로워 콘솔 내부 릴레이 박스에 수분 유입 시 전기적 쇼트에 의해 화재 발생 가능성이 있는 결함 ※ 릴레이 박스 : 공조기, 시트워머, 자동도어잠금 작동을 위한 장치"
현대자동차,쏘나타(LF),쏘나타,SONATA,True,2018-03-14,2018-06-22,2018-07-27,2018-07-27,1604,1604,False,"19MY 신규사양 추가 시 동승석 시트사양을 입력하는 설비에 작업자 실수로 열선 사양에 비열선 사양으로 오입력 발생 ※ 19MY 신규사양 : 운전석(열선+통풍), 동승석(열선) 사양限"
현대자동차,그랜드 스타렉스,그랜드 스타렉스,그랜드 스타렉스,False,2018-03-06,2018-06-01,2018-09-13,2018-09-13,6539,6539,False,협력사 금형 노후화로 슬라이딩 도어 고정장치 샤프트 치수불량 발생하여 부품 오작동
현대자동차,아이오닉 플러그인하이브리드,아이오닉 플러그인하이브리드,IONIQ,True,2016-07-15,2017-07-05,2018-10-10,2018-10-10,145,145,False,일부 차량 장시간 운행 후 파워릴레이 어셈블리에 장착된 메인릴레이 단자고정부 접촉압력 저하에 의한 발열 발생 가능성
현대자동차,아이오닉 하이브리드,아이오닉 하이브리드,IONIQ,True,2015-12-16,2017-07-15,2018-10-10,2018-10-10,10065,10065,False,일부 차량 장시간 운행 후 파워릴레이 어셈블리에 장착된 메인릴레이 단자고정부 접촉압력 저하에 의한 발열 발생 가능성
현대자동차,싼타페(TM),싼타페,SANTA FE,True,2018-02-15,2018-08-15,2018-10-10,2018-10-10,16216,16216,False,커튼에어백 전개시 말려있던 쿠션이 전개되는 과정에서 쿠션과 에어백 고정 볼트 헤드 모서리부의 간섭으로 쿠션이 손상될 수 있음
기아,니로 하이브리드,니로 하이브리드,NIRO,True,2016-03-10,2017-08-14,2018-10-10,2018-10-10,29991,29991,False,일부 차량 장시간 운행 후 파워릴레이 어셈블리에 장착된 메인릴레이 단자고정부 접촉압력 저하에 의한 발열 발생 가능성
기아,니로 플러그인하이브리드,니로 플러그인하이브리드,NIRO,True,2016-10-27,2017-07-14,2018-10-10,2018-10-10,150,150,False,일부 차량 장시간 운행 후 파워릴레이 어셈블리에 장착된 메인릴레이 단자고정부 접촉압력 저하에 의한 발열 발생 가능성
기아,스팅어,스팅어,STINGER,True,2017-07-10,2018-06-28,2018-11-05,2018-11-05,5369,5369,False,일부 차량 조립산포에 의한 전면부 배선과 용접건 회피홀 간 간섭으로 배선 피복 손상
기아,스팅어,스팅어,STINGER,True,2017-05-11,2018-08-29,2018-11-05,2018-11-05,3348,3348,True,자동차안정성제어장치(ESC) 소프트웨어 로직 설정 미흡에 의해 특정조건에서 차량의 측방향 미끄러짐이 과다 발생할 수 있는 기준 부적합 결함 ※ 2.0터보엔진&18인치 타이어 사양 限
현대자동차,벨로스터N,벨로스터N,벨로스터N,False,2018-06-18,2018-11-27,2018-12-13,2018-12-13,1049,1049,True,"시동 시 ACU 자가 진단 진행되며, 충돌센서에서 송출하는 정상작동 자가 진단 신호범위를 확인하는 과정에서 특정구간에 있을 시 정상범위이나 불량으로 인식하여 에어백 경고등 점등 및 측면/커튼에어백 미전개 발생 가능성"
현대자동차,코나 전기차,코나 전기차,KONA,True,2018-05-11,2018-11-28,2018-12-13,2018-12-13,9482,9482,True,"시동 시 ACU 자가 진단 진행되며, 충돌센서에서 송출하는 정상작동 자가 진단 신호범위를 확인하는 과정에서 특정구간에 있을 시 정상범위이나 불량으로 인식하여 에어백 경고등 점등 및 측면/커튼에어백 미전개 발생 가능성"
현대자동차,아반떼 스포츠,아반떼 스포츠,ELANTRA,True,2016-05-11,2018-08-06,2019-01-10,2019-01-10,926,926,False,선택 사양으로 적용된 브레이크 호스 고정불량으로 주행 중 샤시 부품과의 간섭으로 호스 손상되어 제동액 미세 누유 가능성 (※ 선택 사양 : 스포츠 드라이빙 패키지 및 아반떼컵 패키지 限)
현대자동차,i30(PD),i30,I30,False,2018-07-19,2018-08-29,2019-01-10,2019-01-10,14,14,False,파노라마 선루프 제작 중 일부 모터 소응이 확인되어 부품 교환 시 다른 사양의 프로그램이 입력된 모터로 오장착되어 비정상 작동 가능성
현대자동차,벨로스터N,벨로스터N,벨로스터N,False,2018-06-18,2018-12-17,2019-01-10,2019-01-10,1251,1251,False,ACU 프로그램 내부 데이터를 주기적으로 처리하는 과정 중 순간적인 전원 불안정 시 ACU 데이터 처리 오류를 고장으로 오인식
